Date,Close,High,Low,Open,Volume,MA7,MA21,MA50,MA200,EMA12,EMA26,MACD,Signal_Line,RSI,BB_Middle,BB_Upper,BB_Lower,Volume_MA,Volume_Ratio,Momentum,ROC,Volatility,Daily_Return,Price_Range,Price_Change,Target
2014-07-14,22.969999313354492,24.100000381469727,22.850000381469727,23.610000610351562,332500,22.849999836512975,22.913333347865514,21.142999954223633,17.707200012207032,22.899555233429297,22.51141990937188,0.3881353240574157,0.48151111035734057,49.1262110752274,22.96599998474121,23.84581778017222,22.0861821893102,296755.0,1.1204528988559586,0.049999237060546875,0.21814675782772297,0.43990889771550545,-0.01753634996275444,1.25,-0.6400012969970703,23.360000610351562
2014-07-15,23.360000610351562,23.399999618530273,22.695999145507812,23.049999237060547,196500,22.86571420942034,22.984761919294083,21.173999977111816,17.774200015068054,22.97039298372503,22.57427773907408,0.39611524465095016,0.4644319372160625,49.027251359821996,22.998500061035156,23.8864843971176,22.110515724952712,297970.0,0.65946236198275,0.15999984741210938,0.6896544920278584,0.443992168041221,0.01697872479997553,0.7040004730224609,0.3100013732910156,22.510000228881836
2014-07-16,22.510000228881836,23.299999237060547,22.479999542236328,23.299999237060547,159300,22.90428570338658,22.97523816426595,21.195199966430664,17.836250014305115,22.89956332913377,22.569516442022802,0.3300468871109672,0.43755492719504346,43.59861443256512,23.035000038146972,23.756504060005334,22.31349601628861,295785.0,0.5385668644454586,-0.8299999237060547,-3.556126470779076,0.3607520109291815,-0.03638700168068765,0.8199996948242188,-0.7899990081787109,21.459999084472656
2014-07-17,21.459999084472656,22.989999771118164,21.06999969482422,22.43000030517578,258400,22.762856892177037,22.95999999273391,21.20639995574951,17.893550009727477,22.678091906878215,22.48732997109316,0.19076193578505496,0.3881963289130458,40.25557869155848,22.95599994659424,23.964227256009725,21.947772637178755,291055.0,0.8878047104499149,-1.7400016784667969,-7.5000069881305365,0.5041136547077433,-0.04664598550567578,1.9200000762939453,-0.970001220703125,21.540000915527344
2014-07-18,21.540000915527344,22.010000228881836,21.389999389648438,21.389999389648438,191000,22.558571406773158,22.88857142130534,21.237199974060058,17.951250014305113,22.503000985131926,22.417157448458653,0.08584353667327349,0.3277257704650913,38.68853217650041,22.875500011444093,24.06016461443301,21.690835408455175,288685.0,0.6616207977553389,-1.7099990844726562,-7.354834771925403,0.592332301494458,0.0037279512799501813,0.6200008392333984,0.15000152587890625,22.31999969482422
2014-07-21,22.31999969482422,22.670000076293945,21.5,21.5,97800,22.50571414402553,22.849047615414573,21.303599967956544,18.013000011444092,22.474846940469202,22.409960577819067,0.06488636265013525,0.27515788890210013,43.333323700257196,22.8125,23.973187092248132,21.651812907751868,269850.0,0.3624235686492496,0.07999992370605469,0.3597118908694688,0.5803435461240665,0.03621164095376628,1.1700000762939453,0.8199996948242188,22.729999542236328
2014-07-22,22.729999542236328,23.23200035095215,22.13800048828125,22.399999618530273,204100,22.412857055664062,22.808571406773158,21.406799964904785,18.076650009155273,22.514101186894916,22.4336671677759,0.08043401911901427,0.23621311494548297,45.560402436742365,22.796000003814697,23.9512424565115,21.640757551117893,268170.0,0.7610843867695865,0.279998779296875,1.2472105558192141,0.5776212263484028,0.018369169042022238,1.0939998626708984,0.3299999237060547,21.350000381469727
2014-07-23,21.350000381469727,23.079999923706055,21.010000228881836,22.709999084472656,206700,22.18142863682338,22.727142878941127,21.484999961853028,18.132400012016298,22.335008755291042,22.353395553975446,-0.018386798684403516,0.18529313221950566,38.59432381422751,22.69050006866455,23.96920786572992,21.411792271599182,257175.0,0.8037328667249927,-1.6199989318847656,-7.052672966093286,0.6393538985326853,-0.06071267877512809,2.0699996948242188,-1.3599987030029297,21.299999237060547
2014-07-24,21.299999237060547,21.950000762939453,21.18000030517578,21.520000457763672,140700,21.887142726353236,22.624285743350075,21.5657999420166,18.188000006675722,22.17577652171712,22.275366197166935,-0.0995896754498169,0.12831657068564117,37.97780137987609,22.59300003051758,23.984479514608164,21.201520546426995,250815.0,0.560971233777884,-1.3900012969970703,-6.126052288587138,0.6957397420452931,-0.0023419739351656643,0.7700004577636719,-0.220001220703125,20.420000076293945
2014-07-25,20.420000076293945,21.059999465942383,19.530000686645508,21.059999465942383,409200,21.588571275983536,22.489523842221214,21.62979995727539,18.239500007629395,21.905657068575092,22.13793166969486,-0.23227460111976939,0.05619833632455906,38.59649248604982,22.480000019073486,24.175567099253403,20.78443293889357,265790.0,1.5395613077993906,-2.9599990844726562,-12.660390037309144,0.847783540089959,-0.04131451606981573,1.529998779296875,-0.6399993896484375,20.309999465942383
