Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-10-18,9.546395301818848,9.576414495249344,9.435020150204531,9.56050467544548,1093010800
2010-10-19,9.290925979614258,9.419411816739066,9.006635774005062,9.108103688627939,1232784000
2010-10-20,9.32214641571045,9.433821399111464,9.212273482130954,9.276215789098567,721624400
2010-10-21,9.291828155517578,9.448532766738257,9.210173160182098,9.377084846225642,551460000
2010-10-22,9.230284690856934,9.307436147333926,9.19516155522729,9.278316370433721,372778000
2010-10-25,9.27141284942627,9.354267865135425,9.259404527603078,9.278918451377573,392462000
2010-10-26,9.247695922851562,9.29842987082887,9.175646806729448,9.212272181583455,392929600
2010-10-27,9.241090774536133,9.303231820683136,9.174145599213587,9.235687031039998,399002800
2010-10-28,9.16334342956543,9.246198465800429,9.033056312002001,9.244697024388765,551051200
2010-10-29,9.035456657409668,9.182555421258389,9.032153967467615,9.133022286741541,430511200
2010-11-01,9.131521224975586,9.174149975713146,9.072081621409462,9.072682037639904,423889200
2010-11-02,9.28702449798584,9.311941369335267,9.216177791651475,9.216177791651475,433930000
2010-11-03,9.390289306640625,9.392690970103972,9.26210332496605,9.347359973044941,508348400
2010-11-04,9.5545015335083,9.611840058832474,9.457235745163402,9.4698444811105,642488000
2010-11-05,9.520278930664062,9.593528087642484,9.508871827006615,9.546096821563248,361253200
2010-11-08,9.565011024475098,9.599533751321779,9.509173123085777,9.522382278637247,281758400
2010-11-09,9.48875617980957,9.645461532070405,9.4413249242763,9.637955932084635,383544000
2010-11-10,9.547297477722168,9.56951207018377,9.41280668596913,9.50556896261721,384227200
2010-11-11,9.505867004394531,9.558402188272924,9.433817904788114,9.456333098110752,361284000
2010-11-12,9.247095108032227,9.50136527497549,9.115007594529208,9.486355676414844,795846800
2010-11-15,9.217376708984375,9.322447116698154,9.194261091027569,9.260005448466517,403606000
2010-11-16,9.053767204284668,9.23418783029684,8.985621180543971,9.177750321116273,657650000
2010-11-17,9.021044731140137,9.125814521503944,8.938789339210553,9.042058490328158,479449600
2010-11-18,9.259106636047363,9.296331639777364,9.146832010265767,9.16214142132237,494491200
2010-11-19,9.208073616027832,9.25820717168752,9.16334380674969,9.245298622810195,384843200
2010-11-22,9.40710735321045,9.40710735321045,9.18225666897631,9.206572325656575,393075200
2010-11-23,9.268110275268555,9.358772304536492,9.202967132627398,9.319745258126215,519447600
2010-11-24,9.450331687927246,9.468344168472886,9.358771050835912,9.366275048627978,413725200
2010-11-26,9.456337928771973,9.537392505814609,9.394496668538826,9.41851251292699,237585600
2010-11-29,9.51247501373291,9.530786502682796,9.347664398571128,9.471346910941561,445785200
2010-11-30,9.34075927734375,9.43712405149849,9.332353452452836,9.412506992889384,501858000
2010-12-01,9.498366355895996,9.538893244024573,9.456338026564302,9.464443243865276,461750800
2010-12-02,9.550898551940918,9.576415028101312,9.453032352574208,9.532285656965321,462837200
2010-12-03,9.529582977294922,9.565906936253556,9.496560904924035,9.516674436454304,342092800
2010-12-06,9.610943794250488,9.676387561684205,9.559008189888656,9.565612768581271,448481600
2010-12-07,9.552701950073242,9.726217393839272,9.550000478425595,9.720514643304742,391454000
2010-12-08,9.636754989624023,9.637055598399241,9.519677090345853,9.595327092282028,321935600
2010-12-09,9.599231719970703,9.681486310157661,9.577016327144944,9.670379816180073,294151200
2010-12-10,9.623248100280762,9.637957892842802,9.564408128409026,9.595929570541154,262511200
2010-12-13,9.656573295593262,9.758342649510741,9.636460553263051,9.737628689295013,439815600
2010-12-14,9.615143775939941,9.68268938607642,9.576417337543846,9.658372934362342,351008000
2010-12-15,9.617244720458984,9.696497234818008,9.582120782066683,9.606436429849541,417312000
2010-12-16,9.643960952758789,9.684788438288733,9.609438235909865,9.639157624858386,322030800
2010-12-17,9.624752044677734,9.660175799576454,9.613344136645065,9.655372469878488,386929200
2010-12-20,9.672779083251953,9.704000711262895,9.553299521011352,9.654466798403387,385610400
2010-12-21,9.732521057128906,9.738224608638571,9.667978337550444,9.696496896722318,256354000
2010-12-22,9.761341094970703,9.778152745416198,9.713008802375327,9.737325253100753,265921600
2010-12-23,9.714506149291992,9.761037174015163,9.701597609666226,9.756534456069568,223157200
2010-12-27,9.746930122375488,9.769745931385158,9.652066795047991,9.691994060003145,249816000
2010-12-28,9.770647048950195,9.806370600434803,9.75833892110048,9.78385540003654,175924000
2010-12-29,9.765243530273438,9.800066859325964,9.759539177023333,9.793161673983581,163139200
2010-12-30,9.716318130493164,9.771854652459188,9.698005828128963,9.770954428524895,157494400
2010-12-31,9.683287620544434,9.710905953838909,9.645762022826354,9.694995331274002,193508000
2011-01-03,9.893728256225586,9.914442206699619,9.751733484427314,9.775749321975749,445138400
2011-01-04,9.94536304473877,9.981687008378735,9.851099340980749,9.979885760474183,309080800
2011-01-05,10.026718139648438,10.036925212672118,9.89162773259404,9.893129173556371,255519600
2011-01-06,10.018614768981934,10.064244791064837,9.993697900698969,10.048334164623364,300428800
2011-01-07,10.090365409851074,10.097269796447888,9.963679976179417,10.026422276718831,311931200
2011-01-10,10.280387878417969,10.303803301238423,10.121882059530211,10.171714985228041,448560000
2011-01-11,10.256072998046875,10.355738856882967,10.190929058383762,10.353337994281711,444108000
2011-01-12,10.339526176452637,10.339826785250459,10.26687824868864,10.304403846138468,302590400
2011-01-13,10.377351760864258,10.406171728028442,10.32241570251622,10.361741746940467,296780400
2011-01-14,10.46141242980957,10.46141242980957,10.340131561046737,10.383660534136817,308840000
2011-01-18,10.226353645324707,10.349736359014297,9.78655883379426,9.8922296717921,1880998000
2011-01-19,10.172018051147461,10.465013920865758,10.113178871065976,10.457508318098688,1135612800
2011-01-20,9.987092971801758,10.155805888242023,9.910241314040201,10.099668185174934,764789200
2011-01-21,9.808170318603516,10.053134410193158,9.805468046068055,10.01981172641192,754401200
2011-01-24,10.130291938781738,10.130291938781738,9.808175433532982,9.812678956232848,574683200
2011-01-25,10.248868942260742,10.250070576200562,10.043832034838896,10.096667855124071,546868000
2011-01-26,10.322415351867676,10.37495054612424,10.251868480368824,10.29569724236189,506875600
2011-01-27,10.303204536437988,10.347634526777309,10.291797432017084,10.320315994692985,285026000
2011-01-28,10.089760780334473,10.338928649353106,10.012610118015449,10.332024265090833,592057200
2011-01-31,10.186422348022461,10.20803731927878,10.03572197321306,10.08075156008375,377246800
2011-02-01,10.357837677001953,10.376449767663788,10.23625626694985,10.24586292103252,426633200
2011-02-02,10.336525917053223,10.364444060076433,10.3134103006574,10.340429022068871,258955200
2011-02-03,10.310108184814453,10.334124827404185,10.163310064290847,10.320915673979833,393797600
2011-02-04,10.401969909667969,10.407974070125032,10.312209714893745,10.316112018379057,321840400
2011-02-07,10.56347942352295,10.604605921725348,10.436193617015311,10.4436984173461,485021600
2011-02-08,10.663146018981934,10.672752677102837,10.571585364449934,10.617515996154992,381040800
2011-02-09,10.752005577087402,10.777223053655021,10.653239932880311,10.662845788996714,482745200
2011-02-10,10.643331527709961,10.807241901370698,10.446999489268503,10.72888961161925,928550000
2011-02-11,10.712677955627441,10.741196514181459,10.613311108239305,10.649635876687606,367572800
2011-02-14,10.782626152038574,10.791631592175701,10.708476765600615,10.710878430070156,310416400
2011-02-15,10.804239273071289,10.806341130088226,10.733692390243101,10.782924903802286,284174800
2011-02-16,10.901206016540527,10.95434083733646,10.822252501818529,10.831257941695746,481157600
2011-02-17,10.756204605102539,10.815344368020119,10.702768392346378,10.724683973212574,530583200
2011-02-18,10.52385139465332,10.79223093962523,10.492629761959982,10.768514907910317,816057200
2011-02-22,10.165112495422363,10.368949364193957,10.138395179867508,10.2713837463782,872555600
2011-02-23,10.285491943359375,10.346131556393436,10.16511053563721,10.169914665411595,671854400
2011-02-24,10.29329776763916,10.361443791405643,10.157907546676446,10.327521484762586,499900800
2011-02-25,10.451801300048828,10.459906514039616,10.350933831821479,10.364742596157875,380018800
2011-02-28,10.603407859802246,10.658644547219826,10.540665569036761,10.544268066254052,403074000
2011-03-01,10.486324310302734,10.678753206408633,10.437391614577711,10.671248408116021,456136800
2011-03-02,10.570686340332031,10.637631549348416,10.459011323408932,10.505842988989285,602590800
2011-03-03,10.79403305053711,10.80093743443062,10.684759732245698,10.722885751328395,500788400
2011-03-04,10.807239532470703,10.815945162396282,10.739693944702823,10.809340587354216,453266800
2011-03-07,10.667947769165039,10.857374607786706,10.546366335135527,10.849268590994175,546123200
2011-03-08,10.679953575134277,10.729186877500197,10.574582588337575,10.654436300097855,356316800
2011-03-09,10.581185340881348,10.649931747420515,10.525048467742304,10.647829891312751,453306000
2011-03-10,10.407075881958008,10.50013879116206,10.353940249864854,10.480624863545803,507539200
2011-03-11,10.566780090332031,10.576687356258983,10.356940686887881,10.366846349567655,471080400
2011-03-14,10.613911628723145,10.701570765379657,10.546366829774085,10.602503724215145,435957200
2011-03-15,10.36984634399414,10.442194455933508,10.20983911384361,10.269879100636533,721081200
2011-03-16,9.906941413879395,10.296903364631131,9.794366168811674,10.26688335272133,1162011200
2011-03-17,10.04593276977539,10.195132561075452,9.926452372542974,10.11167632767769,659422400
2011-03-18,9.92674732208252,10.15279865916052,9.90663379368943,10.120676814824323,753214000
2011-03-21,10.185824394226074,10.1990327448965,10.064542764397702,10.086458349697136,409402000
2011-03-22,10.2428617477417,10.285491282340923,10.181020505020756,10.28369003440011,325922800
2011-03-23,10.182524681091309,10.213444909946073,10.0852588694061,10.185226152916481,372996400
2011-03-24,10.356040000915527,10.386961028596385,10.172617295194748,10.262377496177525,404712000
2011-03-25,10.55327320098877,10.568883219000556,10.417581558259196,10.449103004788206,448910000
