Date,Close,High,Low,Open,Volume,MA7,MA21,MA50,MA200,EMA12,EMA26,MACD,Signal_Line,RSI,BB_Middle,BB_Upper,BB_Lower,Volume_MA,Volume_Ratio,Momentum,ROC,Volatility,Daily_Return,Price_Range,Price_Change,Target
2021-08-09,143.01834106445312,143.61551593971976,142.46033352347743,143.12602882681142,48908700,143.19367327008928,143.15013049897692,135.11504928588866,126.14969680786133,142.99467095059282,140.98688260408866,2.0077883465041566,2.586322884733333,50.62650255364878,143.2451301574707,146.2783166309579,140.2119436839835,81315270.0,0.6014700559931733,-2.6208038330078125,-1.7995188277526775,1.5165932367435992,-0.000342148054118252,1.1551824162423259,-0.10768776235829591,142.53863525390625
2021-08-10,142.53863525390625,144.60427120704347,142.24494003565766,143.36096991463478,69023100,143.18782915387834,143.21148754301527,135.52967269897462,126.2994295501709,142.92451161264103,141.1018272448159,1.8226843678251328,2.433595181351693,51.68311008735058,143.25383529663085,146.27736453605527,140.23030605720643,79725070.0,0.8657640564003267,-0.930450439453125,-0.6485372336182609,1.5117646197122068,-0.003354155886416632,2.3593311713858043,-0.8223346607285293,142.79315185546875
2021-08-11,142.79315185546875,143.63507011431875,142.47008863472837,142.97915931025486,48493500,143.26582554408483,143.23189798990884,135.9558383178711,126.45388809204101,142.9043024192299,141.2271105493087,1.6771918699212165,2.282314519065598,46.80242573168352,143.1037139892578,145.88425759957835,140.32317037893728,75797205.0,0.6397795274904926,1.0738067626953125,0.7576994954304712,1.3902718051602745,0.0017855972951412724,1.1649814795903808,-0.18600745478610747,145.7594451904297
2021-08-12,145.7594451904297,145.91608462298464,142.77357136091953,143.11621825238865,72282600,143.51063755580358,143.2301773797898,136.42608032226562,126.62312942504883,143.34355515326064,141.56283904124356,1.7807161120170747,2.1819948376558935,52.20213823968175,143.1346549987793,146.0223425813138,140.2469674162448,74070320.0,0.9758645568157395,3.3949127197265625,2.3846618682396854,1.4438437912672606,0.02077335850085671,3.1425132620651084,2.643226938041039,145.96502685546875
2021-08-13,145.96502685546875,146.29787442461313,145.15247665694042,145.83775545751928,59375000,143.8420628138951,143.2694346110026,136.93015029907227,126.78586013793945,143.74685849206188,141.88892702748245,1.8579314645794227,2.1171821630405994,51.35114616824132,143.27802505493165,146.43055276919154,140.12549734067176,72376500.0,0.8203629631164812,3.3854827880859375,2.3744519666060686,1.5762638571299412,0.0014104174502755917,1.145397767672705,0.12727139794947107,147.9425506591797
2021-08-16,147.9425506591797,148.01108601151154,143.39032739407136,145.41679586878547,103296000,144.44063459123885,143.5001453218006,137.42782775878905,126.98474182128906,144.3923495946954,142.33734359279336,2.0550060019020293,2.1047469308128854,68.84845398869246,143.712841796875,146.92231949255034,140.50336410119968,71469570.0,1.4453144184301094,5.69537353515625,4.00385698353123,1.604738847837669,0.013547928886205263,4.620758617440174,2.525754790394217,147.03216552734375
2021-08-17,147.03216552734375,148.49082780321805,145.95528772679708,147.07131793010743,92229700,145.00704520089286,143.87090483165923,137.90710174560547,127.1590336227417,144.79847512279514,142.68510818053784,2.1133669422573007,2.1064709331017686,74.08880273085902,143.9212989807129,147.42633826308446,140.41625969834132,71263555.0,1.2942057128640299,2.9864044189453125,2.0732331142309426,1.7525196411857842,-0.0061536395565683355,2.535540076420972,-0.039152402763676264,143.28265380859375
2021-08-18,143.28265380859375,147.5509815993363,143.07706266924538,146.65032719515608,86326000,145.0448041643415,143.89088730585007,138.29496368408203,127.34599655151368,144.56527184368724,142.7293708196531,1.8359010240341433,2.0523569512882434,53.24840090352729,143.97893676757812,147.39676879542355,140.56110473973268,71830180.0,1.2018068171345249,-0.362396240234375,-0.2522859229128943,1.708916013922722,-0.025501302421154226,4.4739189300909175,-3.3676733865623305,143.61549377441406
2021-08-19,143.61549377441406,144.88816305914702,141.4617537976131,141.9806088621801,86960300,145.19864109584265,143.96162995837983,138.68185791015625,127.53506149291992,144.41915214072213,142.79500955704282,1.6241425836793155,1.9667140777664578,53.6349813143157,143.9847900390625,147.39955680028294,140.57002327784204,72311285.0,1.202582695080028,-0.137054443359375,-0.09534053139131046,1.7073833806102297,0.0023229606443844197,3.4264092615339052,1.6348849122339573,145.07415771484375
2021-08-20,145.07415771484375,145.3776372611406,143.69380080624433,144.33992722362586,60549600,145.52449907575334,144.03666469029017,139.11786651611328,127.72329750061036,144.51992222904855,142.96383534650954,1.556086882539006,1.8845886387209676,59.19282155201586,143.97755508422853,147.38191007845862,140.57320008999844,71766395.0,0.843704076260205,2.006866455078125,1.4027430291066887,1.7021774971150496,0.010156731019014487,1.6838364548962659,0.7342304912178861,146.56222534179688
